Real,Imag
1.49312,1.05891
1.49738,1.05943
1.50161,1.05992
1.50581,1.06039
1.50997,1.06082
1.51409,1.06123
1.51817,1.06161
1.52222,1.06197
1.52623,1.0623
1.53019,1.06261
1.53411,1.06291
1.538,1.06318
1.54183,1.06343
1.54563,1.06367
1.54938,1.06389
1.55309,1.0641
1.55675,1.06429
1.56037,1.06448
1.56394,1.06465
1.56747,1.06482
1.57096,1.06498
1.5744,1.06514
1.5778,1.06529
1.58116,1.06544
1.58448,1.06559
1.58776,1.06573
1.591,1.06588
1.5942,1.06603
1.59736,1.06617
1.60049,1.06632
1.60358,1.06648
1.60664,1.06663
1.60966,1.06678
1.61265,1.06694
1.6156,1.0671
1.61852,1.06726
1.62142,1.06742
1.62428,1.06758
1.62711,1.06774
1.62991,1.0679
1.63268,1.06806
1.63542,1.06822
1.63813,1.06837
1.64081,1.06852
1.64346,1.06867
1.64607,1.06881
1.64866,1.06894
1.65121,1.06907
1.65373,1.06919
1.65622,1.0693
1.65867,1.06941
1.66108,1.0695
1.66345,1.06959
1.66579,1.06967
1.66808,1.06974
1.67033,1.0698
1.67253,1.06985
1.67469,1.0699
1.67681,1.06993
1.67887,1.06996
1.68088,1.06998
1.68284,1.07
1.68475,1.07002
1.6866,1.07003
1.6884,1.07003
1.69014,1.07004
1.69182,1.07005
1.69344,1.07007
1.695,1.07008
1.6965,1.07011
1.69793,1.07014
1.69931,1.07018
1.70062,1.07023
1.70186,1.0703
1.70305,1.07038
1.70417,1.07048
1.70523,1.0706
1.70622,1.07074
1.70715,1.0709
1.70802,1.07109
1.70883,1.0713
1.70958,1.07154
1.71027,1.0718
1.7109,1.07209
1.71147,1.07242
1.71198,1.07277
1.71244,1.07315
1.71284,1.07357
1.71319,1.07401
1.71348,1.07449
1.71372,1.075
1.71391,1.07554
1.71405,1.07611
1.71413,1.07671
1.71416,1.07734
1.71415,1.078
1.71408,1.07869
1.71396,1.07941
1.71379,1.08015
1.71357,1.08092
1.71329,1.08172
1.71297,1.08254
1.71259,1.08338
1.71215,1.08425
1.71166,1.08514
1.71111,1.08605
1.7105,1.08698
1.70983,1.08793
1.7091,1.0889
1.7083,1.08989
1.70743,1.0909
1.70649,1.09192
1.70549,1.09297
1.7044,1.09403
1.70324,1.09512
1.702,1.09622
1.70068,1.09734
1.69928,1.09849
1.69778,1.09966
1.6962,1.10085
1.69452,1.10207
1.69275,1.10332
1.69088,1.10459
1.68891,1.1059
1.68684,1.10724
1.68467,1.10861
1.68239,1.11002
1.68,1.11147
1.6775,1.11296
1.67489,1.11449
1.67217,1.11607
1.66933,1.1177
1.66638,1.11938
1.66332,1.1211
1.66014,1.12289
1.65684,1.12473
1.65342,1.12663
1.64989,1.12858
1.64623,1.1306
1.64246,1.13269
1.63856,1.13483
1.63455,1.13704
1.63042,1.13932
1.62616,1.14166
1.62179,1.14407
1.61729,1.14655
1.61267,1.14909
1.60793,1.15171
1.60306,1.15438
1.59808,1.15713
1.59296,1.15994
1.58772,1.16281
1.58235,1.16574
1.57685,1.16874
1.57122,1.1718
1.56545,1.17491
1.55954,1.17808
1.5535,1.1813
1.54731,1.18458
1.54098,1.18791
1.5345,1.19128
1.52786,1.19471
1.52106,1.19817
1.5141,1.20168
1.50697,1.20522
1.49967,1.20881
1.49219,1.21243
1.48452,1.21608
1.47666,1.21977
1.46861,1.22348
1.46035,1.22723
1.45188,1.231
1.44318,1.2348
1.43427,1.23862
1.42512,1.24246
1.41573,1.24632
1.4061,1.25021
1.3962,1.25411
1.38605,1.25804
1.37562,1.26198
1.36492,1.26594
1.35392,1.26991
1.34264,1.2739
1.33105,1.2779
1.31915,1.28191
1.30693,1.28594
1.29439,1.28997
1.28151,1.29401
1.2683,1.29806
1.25473,1.30211
1.24081,1.30616
1.22653,1.3102
1.21188,1.31425
1.19685,1.31828
1.18143,1.32229
1.16563,1.32629
1.14942,1.33026
1.13281,1.33419
1.11579,1.33809
1.09835,1.34194
1.08049,1.34573
1.06219,1.34945
1.04344,1.3531
1.02426,1.35666
1.00462,1.36012
0.984513,1.36346
0.963942,1.36667
0.942896,1.36974
0.921367,1.37264
0.899348,1.37537
0.876832,1.37789
0.853812,1.3802
0.830281,1.38226
0.806231,1.38406
0.781656,1.38557
0.756549,1.38677
0.730903,1.38763
0.704712,1.38812
0.677971,1.38821
0.650673,1.38787
0.622815,1.38708
0.594391,1.38579
0.565398,1.38398
0.535835,1.3816
0.505699,1.37863
0.47499,1.37501
0.44371,1.37072
0.41186,1.36571
0.379446,1.35994
0.346474,1.35337
0.312952,1.34596
0.278891,1.33765
0.244305,1.32841
0.209209,1.31819
0.173623,1.30694
0.137569,1.29462
0.101073,1.28118
0.0641641,1.26657
0.026876,1.25075
-0.0107538,1.23366
-0.0486834,1.21527
-0.0868667,1.19553
-0.125253,1.17439
-0.163786,1.15182
-0.202405,1.12778
-0.241045,1.10223
-0.279636,1.07513
-0.318101,1.04646
-0.356362,1.0162
-0.394332,0.984308
-0.431923,0.95078
-0.469041,0.915604
-0.505588,0.878773
-0.541463,0.840288
-0.576562,0.800158
-0.610778,0.758396
-0.644002,0.715027
-0.676125,0.67008
-0.707037,0.623595
-0.736627,0.575619
-0.764788,0.526209
-0.791412,0.47543
-0.816397,0.423354
-0.839643,0.370065
-0.861056,0.315653
-0.880547,0.260215
-0.898035,0.203858
-0.913446,0.146693
-0.926715,0.0888386
-0.937785,0.0304191
-0.946611,-0.0284376
-0.953157,-0.0875999
-0.957398,-0.146934
-0.95932,-0.206304
-0.95892,-0.265574
-0.956208,-0.32461
-0.951203,-0.383277
-0.943937,-0.441445
-0.93445,-0.498988
-0.922795,-0.555783
-0.909032,-0.611714
-0.893232,-0.666671
-0.875472,-0.720552
-0.855838,-0.77326
-0.834421,-0.824709
-0.811319,-0.874819
-0.786631,-0.923521
-0.760465,-0.970753
-0.732926,-1.01646
-0.704124,-1.0606
-0.674169,-1.10314
-0.643172,-1.14406
-0.611241,-1.18332
-0.578485,-1.22092
-0.545009,-1.25686
-0.510916,-1.29114
-0.476307,-1.32376
-0.441277,-1.35474
-0.405919,-1.3841
-0.370321,-1.41187
-0.334568,-1.43807
-0.298737,-1.46273
-0.262903,-1.48588
-0.227136,-1.50758
-0.191499,-1.52784
-0.156053,-1.54673
-0.120853,-1.56427
-0.0859488,-1.58051
-0.0513857,-1.59551
-0.017205,-1.60929
0.0165564,-1.62191
0.0498657,-1.63341
0.0826941,-1.64383
0.115017,-1.65323
0.146811,-1.66164
0.178061,-1.66911
0.208749,-1.67567
0.238864,-1.68138
0.268397,-1.68626
0.29734,-1.69037
0.325689,-1.69373
0.353442,-1.69639
0.380597,-1.69837
0.407156,-1.69972
0.433121,-1.70047
0.458497,-1.70065
0.483289,-1.70029
0.507503,-1.69943
0.531147,-1.69808
0.554229,-1.69629
0.576757,-1.69407
0.598742,-1.69146
0.620193,-1.68848
0.64112,-1.68514
0.661534,-1.68149
0.681446,-1.67753
0.700866,-1.6733
0.719805,-1.66881
0.738273,-1.66407
0.756282,-1.65912
0.773842,-1.65397
0.790963,-1.64863
0.807655,-1.64313
0.823928,-1.63747
0.839792,-1.63168
0.855255,-1.62577
0.870327,-1.61975
0.885016,-1.61363
0.899331,-1.60743
0.913279,-1.60116
0.926868,-1.59482
0.940106,-1.58843
0.952999,-1.582
0.965554,-1.57554
0.977777,-1.56905
0.989676,-1.56254
1.00126,-1.55601
1.01252,-1.54948
1.02348,-1.54295
1.03414,-1.53642
1.0445,-1.5299
1.05457,-1.52338
1.06435,-1.51688
1.07385,-1.5104
1.08308,-1.50393
1.09203,-1.49748
1.10073,-1.49106
1.10916,-1.48465
1.11733,-1.47827
1.12526,-1.47191
1.13294,-1.46557
1.14038,-1.45926
1.14759,-1.45297
1.15457,-1.4467
1.16133,-1.44045
1.16788,-1.43422
1.17421,-1.42801
1.18034,-1.42182
1.18626,-1.41566
1.192,-1.4095
1.19755,-1.40337
1.20292,-1.39725
1.20811,-1.39115
1.21314,-1.38507
1.218,-1.379
1.2227,-1.37295
1.22726,-1.36692
1.23166,-1.3609
1.23593,-1.3549
1.24007,-1.34891
1.24407,-1.34295
1.24796,-1.337
1.25172,-1.33107
1.25537,-1.32517
1.25891,-1.31928
1.26234,-1.31342
1.26568,-1.30759
1.26892,-1.30178
1.27206,-1.296
1.27512,-1.29025
1.27808,-1.28454
1.28097,-1.27885
1.28377,-1.27321
1.28649,-1.26759
1.28914,-1.26202
1.29171,-1.25649
1.2942,-1.251
1.29663,-1.24555
1.29898,-1.24014
1.30126,-1.23478
1.30347,-1.22947
1.30561,-1.2242
1.30768,-1.21898
1.30968,-1.21381
1.31162,-1.20868
1.31348,-1.20361
1.31528,-1.19858
1.31701,-1.1936
1.31867,-1.18866
1.32025,-1.18377
1.32178,-1.17892
1.32323,-1.17412
1.32461,-1.16937
1.32592,-1.16465
1.32717,-1.15997
1.32835,-1.15533
1.32946,-1.15073
1.3305,-1.14616
1.33147,-1.14163
1.33238,-1.13712
1.33323,-1.13265
1.33401,-1.1282
1.33473,-1.12377
1.33539,-1.11937
1.33599,-1.115
1.33653,-1.11064
1.33701,-1.1063
1.33744,-1.10197
1.33782,-1.09766
1.33815,-1.09336
1.33843,-1.08908
1.33867,-1.08481
1.33886,-1.08054
1.33901,-1.07629
1.33912,-1.07204
1.3392,-1.06781
1.33924,-1.06358
1.33925,-1.05936
1.33923,-1.05515
1.33918,-1.05094
1.33911,-1.04675
1.33901,-1.04256
1.3389,-1.03839
1.33876,-1.03422
1.3386,-1.03007
1.33843,-1.02593
1.33824,-1.0218
1.33803,-1.01768
1.33782,-1.01359
1.33759,-1.0095
1.33734,-1.00544
1.33709,-1.0014
1.33682,-0.997371
1.33654,-0.993368
1.33625,-0.989387
1.33595,-0.985429
1.33563,-0.981494
1.33531,-0.977585
1.33497,-0.9737
1.33461,-0.969842
1.33424,-0.966009
1.33386,-0.962204
1.33346,-0.958424
1.33304,-0.954671
1.3326,-0.950945
1.33215,-0.947245
1.33167,-0.94357
1.33118,-0.93992
1.33066,-0.936295
1.33012,-0.932693
1.32956,-0.929114
1.32897,-0.925556
1.32836,-0.922018
1.32773,-0.9185
1.32707,-0.914999
1.32638,-0.911514
1.32567,-0.908044
1.32494,-0.904588
1.32418,-0.901144
1.32339,-0.89771
1.32258,-0.894285
1.32175,-0.890869
1.3209,-0.887458
1.32002,-0.884053
1.31912,-0.880651
1.31821,-0.877252
1.31727,-0.873855
1.31632,-0.870459
1.31535,-0.867063
1.31437,-0.863666
1.31337,-0.860267
1.31236,-0.856867
1.31134,-0.853465
1.31032,-0.850061
1.30928,-0.846655
1.30824,-0.843247
1.3072,-0.839837
1.30615,-0.836426
1.3051,-0.833013
1.30404,-0.829601
1.30299,-0.826189
1.30194,-0.822778
1.30089,-0.819369
1.29985,-0.815963
1.2988,-0.81256
1.29776,-0.809163
1.29673,-0.805772
1.2957,-0.802388
1.29467,-0.799012
1.29365,-0.795645
1.29263,-0.792288
1.29162,-0.788943
1.29061,-0.785609
1.2896,-0.782288
1.28859,-0.77898
1.28759,-0.775687
1.28659,-0.772408
1.28558,-0.769144
1.28458,-0.765896
1.28357,-0.762664
1.28256,-0.759447
1.28155,-0.756246
1.28053,-0.753061
1.27951,-0.749891
1.27848,-0.746736
1.27744,-0.743595
1.2764,-0.740468
1.27534,-0.737354
1.27428,-0.734252
1.2732,-0.731162
1.27211,-0.728083
1.27101,-0.725012
1.2699,-0.72195
1.26878,-0.718895
1.26764,-0.715846
1.2665,-0.712802
1.26534,-0.709762
1.26416,-0.706724
1.26298,-0.703687
1.26179,-0.700651
1.26058,-0.697614
1.25937,-0.694576
1.25814,-0.691535
1.25691,-0.68849
1.25567,-0.685442
1.25443,-0.682388
1.25317,-0.67933
1.25192,-0.676265
1.25066,-0.673195
1.2494,-0.670118
1.24814,-0.667036
1.24688,-0.663947
1.24562,-0.660851
1.24437,-0.657751
1.24311,-0.654645
1.24186,-0.651533
1.24062,-0.648418
1.23938,-0.645299
1.23815,-0.642177
1.23693,-0.639053
1.23572,-0.635928
1.23451,-0.632803
1.23332,-0.629678
1.23213,-0.626554
1.23095,-0.623434
1.22978,-0.620317
1.22862,-0.617204
1.22747,-0.614097
1.22632,-0.610996
1.22519,-0.607902
1.22406,-0.604816
1.22294,-0.601738
1.22182,-0.59867
1.22071,-0.595612
1.21961,-0.592563
1.2185,-0.589525
1.2174,-0.586498
1.21631,-0.583482
1.21521,-0.580476
1.21411,-0.577481
1.21301,-0.574497
1.21191,-0.571523
1.21081,-0.568559
1.2097,-0.565604
1.20859,-0.562657
1.20747,-0.559719
1.20634,-0.556787
1.20521,-0.553862
1.20408,-0.550943
1.20293,-0.548028
1.20178,-0.545116
1.20062,-0.542207
1.19945,-0.539299
1.19828,-0.536392
1.19709,-0.533485
1.19591,-0.530576
1.19471,-0.527664
1.19351,-0.52475
1.1923,-0.521831
1.19108,-0.518907
1.18986,-0.515977
1.18864,-0.513041
1.18742,-0.510098
1.18619,-0.507149
1.18496,-0.504191
1.18374,-0.501226
1.18251,-0.498253
1.18129,-0.495271
1.18007,-0.492282
1.17885,-0.489286
1.17764,-0.486282
1.17643,-0.483271
1.17523,-0.480253
1.17404,-0.47723
1.17285,-0.474201
1.17167,-0.471167
1.17051,-0.46813
1.16935,-0.46509
1.1682,-0.462048
1.16706,-0.459004
1.16594,-0.45596
1.16482,-0.452917
1.16371,-0.449875
1.16262,-0.446835
1.16153,-0.443799
1.16045,-0.440767
1.15938,-0.437739
1.15832,-0.434717
1.15727,-0.431701
1.15622,-0.428692
1.15518,-0.425691
1.15415,-0.422696
1.15312,-0.41971
1.15209,-0.416732
1.15107,-0.413762
1.15004,-0.4108
1.14902,-0.407847
1.148,-0.404901
1.14698,-0.401963
1.14595,-0.399032
1.14493,-0.396108
1.1439,-0.39319
1.14286,-0.390278
1.14182,-0.38737
1.14078,-0.384466
1.13973,-0.381565
1.13868,-0.378667
1.13761,-0.37577
1.13655,-0.372873
1.13547,-0.369976
1.13439,-0.367078
1.13331,-0.364177
1.13221,-0.361272
1.13112,-0.358364
1.13001,-0.35545
1.12891,-0.352531
1.12779,-0.349605
1.12668,-0.346672
1.12556,-0.343732
1.12444,-0.340783
1.12332,-0.337826
1.1222,-0.334859
1.12109,-0.331884
1.11997,-0.3289
1.11885,-0.325906
1.11774,-0.322904
1.11664,-0.319893
1.11554,-0.316873
1.11444,-0.313845
1.11335,-0.31081
1.11227,-0.307767
1.1112,-0.304718
1.11013,-0.301663
1.10908,-0.298604
1.10803,-0.29554
1.107,-0.292472
1.10597,-0.289402
1.10496,-0.286331
1.10395,-0.283259
1.10296,-0.280187
1.10197,-0.277115
1.10099,-0.274046
1.10002,-0.270979
1.09906,-0.267915
1.09811,-0.264856
1.09717,-0.2618
1.09623,-0.25875
1.0953,-0.255706
1.09437,-0.252667
1.09344,-0.249634
1.09252,-0.246608
1.0916,-0.243588
1.09069,-0.240574
1.08977,-0.237566
1.08885,-0.234565
1.08793,-0.231569
1.08701,-0.228578
1.08609,-0.225592
1.08516,-0.222611
1.08423,-0.219632
1.08329,-0.216657
1.08235,-0.213683
1.0814,-0.210711
1.08045,-0.207739
1.07949,-0.204766
1.07852,-0.201792
1.07755,-0.198816
1.07656,-0.195836
1.07558,-0.192851
1.07459,-0.189862
1.07359,-0.186866
1.07258,-0.183864
1.07157,-0.180854
1.07056,-0.177836
1.06955,-0.174809
1.06853,-0.171772
1.06751,-0.168726
1.06648,-0.16567
1.06546,-0.162603
1.06444,-0.159525
1.06342,-0.156437
1.0624,-0.153338
1.06138,-0.150228
1.06037,-0.147108
1.05937,-0.143978
1.05836,-0.140838
1.05737,-0.13769
1.05638,-0.134532
1.0554,-0.131367
1.05443,-0.128194
1.05346,-0.125015
1.05251,-0.12183
1.05156,-0.11864
1.05062,-0.115446
1.04969,-0.112249
1.04877,-0.10905
1.04786,-0.105849
1.04696,-0.102647
1.04607,-0.0994457
1.04518,-0.096245
1.0443,-0.0930458
1.04343,-0.0898488
1.04256,-0.0866545
1.0417,-0.0834635
1.04084,-0.0802762
1.03999,-0.0770927
1.03913,-0.0739135
1.03828,-0.0707386
1.03744,-0.0675681
1.03659,-0.0644018
1.03574,-0.0612397
1.03488,-0.0580813
1.03403,-0.0549265
1.03317,-0.0517747
1.03231,-0.0486254
1.03144,-0.0454779
1.03057,-0.0423316
1.02969,-0.0391857
1.0288,-0.0360394
1.0279,-0.0328919
1.027,-0.0297421
1.02609,-0.0265893
1.02517,-0.0234323
1.02425,-0.0202704
1.02332,-0.0171025
1.02237,-0.0139278
1.02142,-0.0107452
1.02047,-0.00755395
1.01951,-0.00435324
1.01854,-0.0011423
1.01756,0.00207958
1.01658,0.00531302
1.0156,0.00855855
1.01461,0.0118166
1.01362,0.0150876
1.01263,0.0183718
1.01164,0.0216693
1.01065,0.0249802
1.00966,0.0283045
1.00867,0.031642
1.00769,0.0349926
1.0067,0.0383558
1.00572,0.0417313
1.00475,0.0451186
1.00378,0.048517
1.00282,0.0519261
1.00187,0.0553449
1.00092,0.0587729
0.999976,0.0622092
0.999042,0.065653
0.998115,0.0691033
0.997196,0.0725595
0.996285,0.0760205
0.99538,0.0794856
0.994482,0.082954
0.993591,0.0864248
0.992705,0.0898974
0.991825,0.093371
0.990949,0.096845
0.990077,0.100319
0.989209,0.103792
0.988342,0.107265
0.987477,0.110736
0.986612,0.114205
0.985747,0.117674
0.98488,0.121141
0.98401,0.124606
0.983137,0.12807
0.982259,0.131534
0.981376,0.134997
0.980486,0.13846
0.97959,0.141924
0.978685,0.14539
0.977772,0.148858
0.97685,0.152328
0.975918,0.155803
0.974976,0.159283
0.974024,0.162769
0.97306,0.166261
0.972086,0.169762
0.971101,0.173272
0.970106,0.176791
0.969099,0.180322
0.968083,0.183864
0.967056,0.18742
0.96602,0.190989
0.964975,0.194573
0.963922,0.198172
0.962861,0.201788
0.961794,0.20542
0.96072,0.209069
0.959641,0.212736
0.958558,0.21642
0.957471,0.220122
0.956382,0.223843
0.955292,0.227581
0.9542,0.231338
0.953109,0.235112
0.952018,0.238904
0.950929,0.242712
0.949843,0.246537
0.948759,0.250378
0.947679,0.254234
0.946603,0.258104
0.945531,0.261988
0.944464,0.265886
0.943401,0.269795
0.942343,0.273715
0.94129,0.277645
0.940241,0.281585
0.939196,0.285534
0.938155,0.28949
0.937117,0.293453
0.936082,0.297422
0.935049,0.301397
0.934017,0.305377
0.932985,0.309361
0.931952,0.313349
0.930918,0.317341
0.929882,0.321336
0.928842,0.325334
0.927796,0.329336
0.926745,0.333341
0.925687,0.33735
0.924621,0.341362
0.923546,0.345379
0.92246,0.349401
0.921364,0.353428
0.920255,0.357461
0.919133,0.361502
0.917997,0.36555
0.916846,0.369607
0.915681,0.373675
0.9145,0.377753
0.913303,0.381844
0.91209,0.385948
0.91086,0.390066
0.909613,0.3942
0.90835,0.398352
0.907071,0.402521
0.905775,0.40671
0.904464,0.410918
0.903138,0.415149
0.901796,0.419401
0.900441,0.423677
0.899072,0.427976
0.897691,0.4323
0.896298,0.43665
0.894894,0.441025
0.89348,0.445426
0.892056,0.449853
0.890625,0.454307
0.889186,0.458788
0.887741,0.463295
0.88629,0.467828
0.884835,0.472387
0.883375,0.476972
0.881913,0.481582
0.880447,0.486216
0.878979,0.490874
0.877509,0.495555
0.876038,0.500258
0.874565,0.504983
0.87309,0.509728
0.871614,0.514493
0.870137,0.519277
0.868658,0.524079
0.867176,0.528897
0.865691,0.533732
0.864202,0.538583
0.862709,0.543448
0.861211,0.548326
0.859706,0.553219
0.858194,0.558124
0.856673,0.563042
0.855142,0.567972
0.8536,0.572915
0.852045,0.577869
0.850477,0.582835
0.848893,0.587814
0.847293,0.592806
0.845675,0.597811
0.844037,0.60283
0.842379,0.607863
0.840698,0.612912
0.838994,0.617976
0.837266,0.623059
0.835513,0.62816
0.833733,0.63328
0.831926,0.638422
0.830092,0.643586
0.828228,0.648774
0.826336,0.653987
0.824414,0.659227
0.822462,0.664496
0.82048,0.669794
0.818469,0.675123
0.816428,0.680485
0.814357,0.685881
0.812257,0.691312
0.810129,0.69678
0.807972,0.702285
0.805787,0.707829
0.803576,0.713413
0.801338,0.719037
0.799075,0.724703
0.796787,0.73041
0.794475,0.736159
0.79214,0.741951
0.789783,0.747786
0.787405,0.753664
0.785005,0.759584
0.782586,0.765547
0.780147,0.771552
0.777689,0.777598
0.775213,0.783686
0.772718,0.789815
0.770205,0.795984
0.767674,0.802191
0.765125,0.808438
0.762557,0.814721
0.759971,0.821042
0.757365,0.827398
0.754739,0.833789
0.752092,0.840214
0.749423,0.846672
0.746731,0.853163
0.744014,0.859686
0.741272,0.86624
0.738502,0.872824
0.735703,0.879438
0.732873,0.886083
0.73001,0.892757
0.727112,0.899461
0.724177,0.906195
0.721204,0.912959
0.718189,0.919754
0.715131,0.92658
0.712028,0.933437
0.708877,0.940328
0.705676,0.947252
0.702424,0.954211
0.699118,0.961207
0.695756,0.96824
0.692336,0.975313
0.688858,0.982427
0.685318,0.989583
0.681716,0.996784
0.678049,1.00403
0.674317,1.01133
0.670519,1.01868
0.666654,1.02607
0.662719,1.03353
0.658716,1.04104
0.654643,1.04861
0.650499,1.05624
0.646284,1.06393
0.641999,1.07169
0.637641,1.07951
0.633213,1.0874
0.628712,1.09535
0.624141,1.10338
0.619497,1.11148
0.614782,1.11965
0.609995,1.12789
0.605137,1.13621
0.600207,1.1446
0.595206,1.15307
0.590133,1.16161
0.584988,1.17022
0.57977,1.17891
0.57448,1.18767
0.569116,1.19651
0.563678,1.20542
0.558164,1.2144
0.552574,1.22346
0.546906,1.23259
0.541158,1.24178
0.535329,1.25105
0.529417,1.26038
0.523419,1.26978
0.517332,1.27925
0.511155,1.28878
0.504884,1.29838
0.498515,1.30804
0.492046,1.31777
0.485473,1.32755
0.478791,1.3374
0.471996,1.34731
0.465085,1.35728
0.458053,1.36731
0.450895,1.3774
0.443607,1.38756
0.436183,1.39777
0.428619,1.40805
0.420909,1.41839
0.413049,1.42879
0.405033,1.43926
0.396856,1.44979
0.388512,1.46039
0.379997,1.47106
0.371304,1.4818
0.36243,1.49261
0.353368,1.50349
0.344113,1.51446
0.334661,1.52549
0.325006,1.53661
0.315144,1.54781
0.305068,1.55909
0.294775,1.57046
0.28426,1.58192
0.273518,1.59346
0.262544,1.6051
0.251333,1.61683
0.239882,1.62865
0.228185,1.64057
0.216238,1.65258
0.204036,1.66469
0.191574,1.6769
0.178848,1.6892
0.165853,1.7016
0.152584,1.7141
0.139036,1.72669
0.125203,1.73938
0.111081,1.75216
0.0966625,1.76503
0.081943,1.77799
0.0669157,1.79104
0.0515741,1.80417
0.0359114,1.81738
0.0199202,1.83067
0.00359287,1.84402
-0.0130786,1.85745
-0.0301027,1.87093
-0.0474886,1.88447
-0.0652455,1.89806
-0.0833834,1.9117
-0.101913,1.92537
-0.120845,1.93907
-0.14019,1.95279
-0.159962,1.96653
-0.180172,1.98028
-0.200834,1.99403
-0.221961,2.00776
-0.243566,2.02147
-0.265666,2.03516
-0.288274,2.04881
-0.311406,2.0624
-0.335079,2.07594
-0.359308,2.0894
-0.38411,2.10278
-0.409502,2.11606
-0.435502,2.12923
-0.462128,2.14228
-0.489397,2.1552
-0.517327,2.16796
-0.545936,2.18056
-0.575243,2.19297
-0.605267,2.20518
-0.636025,2.21718
-0.667536,2.22894
-0.699819,2.24045
-0.73289,2.25167
-0.766768,2.2626
-0.801471,2.2732
-0.837015,2.28346
-0.873416,2.29334
-0.910692,2.30282
-0.948856,2.31187
-0.987925,2.32045
-1.02791,2.32854
-1.06883,2.3361
-1.11069,2.34309
-1.1535,2.34947
-1.19727,2.3552
-1.24201,2.36023
-1.28773,2.36453
-1.33443,2.36804
-1.38212,2.37071
-1.43079,2.37248
-1.48044,2.3733
-1.53107,2.37312
-1.58268,2.37186
-1.63525,2.36947
-1.68876,2.36587
-1.74321,2.361
-1.79858,2.35479
-1.85484,2.34717
-1.91196,2.33805
-1.96991,2.32735
-2.02865,2.31501
-2.08815,2.30093
-2.14835,2.28504
-2.20919,2.26725
-2.27063,2.24747
-2.3326,2.22563
-2.39502,2.20164
-2.45781,2.17541
-2.52088,2.14688
-2.58416,2.11595
-2.64752,2.08255
-2.71086,2.04662
-2.77408,2.00808
-2.83704,1.96687
-2.89961,1.92294
-2.96165,1.87624
-3.02302,1.82673
-3.08357,1.77438
-3.14314,1.71916
-3.20155,1.66107
-3.25866,1.6001
-3.31427,1.53627
-3.36822,1.46961
-3.42033,1.40016
-3.47042,1.32798
-3.5183,1.25312
-3.56381,1.17569
-3.60677,1.09577
-3.647,1.0135
-3.68436,0.928992
-3.71867,0.842403
-3.7498,0.753892
-3.77761,0.663634
-3.80197,0.571817
-3.82278,0.478642
-3.83994,0.384317
-3.85337,0.289062
-3.86301,0.193102
-3.86881,0.0966696
-3.87075,-1.10584e-11
-3.86881,-0.0966696
-3.86301,-0.193102
-3.85337,-0.289062
-3.83994,-0.384317
-3.82278,-0.478642
-3.80197,-0.571817
-3.77761,-0.663634
-3.7498,-0.753892
-3.71867,-0.842403
-3.68436,-0.928992
-3.647,-1.0135
-3.60677,-1.09577
-3.56381,-1.17569
-3.5183,-1.25312
-3.47042,-1.32798
-3.42033,-1.40016
-3.36822,-1.46961
-3.31427,-1.53627
-3.25866,-1.6001
-3.20155,-1.66107
-3.14314,-1.71916
-3.08357,-1.77438
-3.02302,-1.82673
-2.96165,-1.87624
-2.89961,-1.92294
-2.83704,-1.96687
-2.77408,-2.00808
-2.71086,-2.04662
-2.64752,-2.08255
-2.58416,-2.11595
-2.52088,-2.14688
-2.45781,-2.17541
-2.39502,-2.20164
-2.3326,-2.22563
-2.27063,-2.24747
-2.20919,-2.26725
-2.14835,-2.28504
-2.08815,-2.30093
-2.02865,-2.31501
-1.96991,-2.32735
-1.91196,-2.33805
-1.85484,-2.34717
-1.79858,-2.35479
-1.74321,-2.361
-1.68876,-2.36587
-1.63525,-2.36947
-1.58268,-2.37186
-1.53107,-2.37312
-1.48044,-2.3733
-1.43079,-2.37248
-1.38212,-2.37071
-1.33443,-2.36804
-1.28773,-2.36453
-1.24201,-2.36023
-1.19727,-2.3552
-1.1535,-2.34947
-1.11069,-2.34309
-1.06883,-2.3361
-1.02791,-2.32854
-0.987925,-2.32045
-0.948856,-2.31187
-0.910692,-2.30282
-0.873416,-2.29334
-0.837015,-2.28346
-0.801471,-2.2732
-0.766768,-2.2626
-0.73289,-2.25167
-0.699819,-2.24045
-0.667536,-2.22894
-0.636025,-2.21718
-0.605267,-2.20518
-0.575243,-2.19297
-0.545936,-2.18056
-0.517327,-2.16796
-0.489397,-2.1552
-0.462128,-2.14228
-0.435502,-2.12923
-0.409502,-2.11606
-0.38411,-2.10278
-0.359308,-2.0894
-0.335079,-2.07594
-0.311406,-2.0624
-0.288274,-2.04881
-0.265666,-2.03516
-0.243566,-2.02147
-0.221961,-2.00776
-0.200834,-1.99403
-0.180172,-1.98028
-0.159962,-1.96653
-0.14019,-1.95279
-0.120845,-1.93907
-0.101913,-1.92537
-0.0833834,-1.9117
-0.0652455,-1.89806
-0.0474886,-1.88447
-0.0301027,-1.87093
-0.0130786,-1.85745
0.00359287,-1.84402
0.0199202,-1.83067
0.0359114,-1.81738
0.0515741,-1.80417
0.0669157,-1.79104
0.081943,-1.77799
0.0966625,-1.76503
0.111081,-1.75216
0.125203,-1.73938
0.139036,-1.72669
0.152584,-1.7141
0.165853,-1.7016
0.178848,-1.6892
0.191574,-1.6769
0.204036,-1.66469
0.216238,-1.65258
0.228185,-1.64057
0.239882,-1.62865
0.251333,-1.61683
0.262544,-1.6051
0.273518,-1.59346
0.28426,-1.58192
0.294775,-1.57046
0.305068,-1.55909
0.315144,-1.54781
